UUID,Template,Street,City,State,Zip,OutputStreet,OutputCity,OutputState,OutputZip,Lon,Lat,Header,SL,SL2,County,RFD_ID,FS,WZ,PWF_DistanceInFeet,YrBuilt,LivingArea,Baths,HalfBaths,HalfBaths,InputStreet,InputCity,InputState,InputZip,NumCandidates,NumCloseCandidates,GoodCandidate
5833539a1911e,RMIatTXwithRMS,16406 PEYTON RIDGE CIR,HOUSTON,TX,77049,16406 PEYTON RIDGE CIR,HOUSTON,TX,77049,-95.138629,29.807635,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,12.8,6.3,Harris,RM482010100,0.99,OUT,3631,2010,2394,3,,,,,,,,,
5833530ae75cf,RMIatTXwithRMS,7902 Woodcrest CT,Sugar Land,TX,77479,7902 WOODCREST CT,SUGAR LAND,TX,77479,-95.662336,29.554318,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,39,38,Fort Bend,RM481570260,2.66,OUT,2521,2004,3707,3,,,,,,,,,
583353066f56a,RMIatTXwithRMS,9210 Delcorte Ln,Missouri City,TX,77459,9210 DELACORTE LN,MISSOURI CITY,TX,77459,-95.532291,29.484732,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,32,28,Fort Bend,RM481570370,1.74,OUT,896,2009,4109,3,,,,,,,,,
583352f08adb9,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,9210 Del,Missouri City,TX,77459,2,2,False
583352c773d07,RMIatTXwithRMS,3707 Green Meadows Ln,Pasadena,TX,77505,3707 GREEN MEADOWS ST,PASADENA,TX,77505,-95.147397,29.655794,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,8.1,6.5,Harris,RM482010570,1.05,OUT,6694,1981,1360,2,,,,,,,,,
5833527181179,RMIatTXwithRMS,1026 KINGS FOREST LN,RICHMOND,TX,77469,1026 KINGS FOREST LN,RICHMOND,TX,77469,-95.671995,29.514964,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,40,36,Fort Bend,RM481570310,4.41,OUT,2646,2003,5219,3,,,,,,,,,
58335036bc6ef,RMIatTXwithRMS,1026 W 25TH ST,HOUSTON,TX,77008,1026 W 25TH ST,HOUSTON,TX,77008,-95.416872,29.808492,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,27,21.5,Harris,RM482010310,1.92,OUT,45804,2000,2188,3,1,1,,,,,,,
58334ff85d7f9,RMIatTXwithRMS,21315 Redcrest Manor Dr,Richmond,TX,77406,21315 REDCREST MANOR DR,RICHMOND,TX,77406,-95.746851,29.648663,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,44,42,Fort Bend,RM481570180,3.30,OUT,2332,2012,4603,4,,,,,,,,,
58334fc1ef237,RMIatTXwithRMS,8218 Lemonmint Meadow Dr.,Katy,TX,77494,8218 LEMONMINT MEADOW DR,KATY,TX,77494,-95.79411,29.719853,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,48,44,Fort Bend,RM481570220,1.51,OUT,10382,2006,3538,3,,,,,,,,,
58334f19e1c26,RMIatTXwithRMS,12410 TIMBER HOLLOW,HOUSTON,TX,77058,12410 TIMBER HOLW,HOUSTON,TX,77058,-95.094427,29.589597,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,5.1,5.1,Harris,RM482010570,2.14,OUT,1094,2002,2194,3,1,1,,,,,,,
58334e862eaf8,RMIatTXwithRMS,20 Twin Valley Dr,Sugar Land,TX,77479,20 TWIN VALLEY DR,SUGAR LAND,TX,77479,-95.674166,29.582825,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,40,39,Fort Bend,RM481570260,1.65,OUT,1189,1998,3702,2,,,,,,,,,
58334d9a1d88c,RMIatTXwithRMS,416 Live Oak,Friendswood,TX,77546,416 LIVE OAK LN,FRIENDSWOOD,TX,77546,-95.211613,29.533431,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,11.7,11.7,Galveston,RM481671250,0.32,,4676,1995,2073,2,,,,,,,,,
58334d788c11d,RMIatTXwithRMS,35 SHENANDOAH RIVER DR,BROWNSVILLE,TX,78520,35 SHENANDOAH RIVER DR,BROWNSVILLE,TX,78520,-97.573949,25.957718,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,20,15.7,Cameron,RM480610800,2.54,,1319,1993,1695,,,,,,,,,,
58334c7a2d9d0,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,3770 Green Meadows St,Pasadena,TX,77505,2,2,False
58334c73e9c12,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,3770 Green Meadows St,Pasadena,TX,77505,2,2,False
58334c6baf9cf,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,3770 Green Meadows Ln,Pasadena,TX,77505,2,2,False
58334b2715cda,RMIatTXwithRMS,2521 Sunny Shores dr,Pearland,TX,77584,2521 SUNNY SHORES DR,PEARLAND,TX,77584,-95.36414,29.563383,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,20.8,20.8,Brazoria,RM480390530,1.53,,2551,2001,2496,3,1,1,,,,,,,
583349e098fe4,RMIatTXwithRMS,10918 Tulip Garden Ct,Houston,TX,77065,10918 TULIP GARDEN CT,HOUSTON,TX,77065,-95.618044,29.929552,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,42,36,Harris,RM482010310,2.51,OUT,22068,1991,3151,4,1,1,,,,,,,
583348460b5f6,RMIatTXwithRMS,20503 Barker Bend Ct,Katy,TX,77449,20503 BARKER BEND CT,KATY,TX,77449,-95.724892,29.874083,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,46,41,Harris,RM482010140,2.71,OUT,6303,2003,1873,2,,,,,,,,,
583347939a434,RMIatTXwithRMS,16434 Shady Elms Dr,Houston,TX,77059,16434 SHADY ELMS DR,HOUSTON,TX,77059,-95.107976,29.595911,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,6.1,6.1,Harris,RM482010310,1.21,OUT,3612,1974,2232,3,1,1,,,,,,,
583347877322f,RMIatTXwithRMS,1415 Rustic Knolls,Katy,TX,77450,1415 RUSTIC KNOLLS DR,KATY,TX,77450,-95.72544,29.764258,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,44,40,Harris,RM482010850,0.93,OUT,6186,1981,2554,3,1,1,,,,,,,
583345984d76d,RMIatTXwithRMS,7339 JACOBS WELL DR,RICHMOND,TX,77407,7339 JACOBS WELL DR,RICHMOND,TX,77407,-95.759195,29.69602,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,46,42,Fort Bend,RM481570350,1.80,OUT,823,2006,1533,2,,,,,,,,,
5833450dba5d6,RMIatTXwithRMS,3318 Primrose Canyon Ln.,Pearland,TX,77584,3318 S Primrose Circle,Pearland,TX,77584,-95.370491,29.57596,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,21.3,21,Brazoria,RM480390540,3.27,,6431,,,,,,,,,,,,
583344b2cde2f,RMIatTXwithRMS,6627 BELMONT,HOUSTON,TX,77005,6627 BELMONT ST,HOUSTON,TX,77005,-95.424105,29.708279,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,26,21.7,Harris,RM482010860,1.07,OUT,18636,1997,5067,5,,,,,,,,,
583343165fc48,RMIatTXwithRMS,21731 Rotherham Drive,Spring,TX,77388,21731 ROTHERHAM DR,SPRING,TX,77388,-95.468195,30.080049,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,41,34,Harris,RM482010730,1.36,OUT,3276,1974,1603,2,,,,,,,,,
583341c1e221a,RMIatTXwithRMS,5803 Kincer Rd,Damon,TX,77430,5803 KINCER RD,DAMON,TX,77430,-95.639092,29.325875,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,31,29,Fort Bend,RM481570290,,OUT,572,1983,1624,2,,,,,,,,,
583341943cf24,RMIatTXwithRMS,102 BAYOU DRIVE,BAYTOWN,TX,77520,102 BAYOU DR,BAYTOWN,TX,77520,-94.942621,29.725186,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,4,1.9,Harris,RM482010050,1.34,OUT,560,2001,1772,2,,,,,,,,,
58334164dab13,RMIatTXwithRMS,3515 Valley Chase Drive,Kingwood,TX,77345,3515 VALLEY CHASE DR,KINGWOOD,TX,77345,-95.17155,30.066779,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,30,23.4,Harris,RM482010310,1.91,OUT,4948,1991,2682,4,1,1,,,,,,,
58334043c6990,RMIatTXwithRMS,13609 PALO LAKE LN,HOUSTON,TX,77044,13609 PALO LAKE LN,HOUSTON,TX,77044,-95.163123,29.970929,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,22.8,17,Harris,RM482010310,3.13,OUT,809,,,,,,,,,,,,
58334037e8db1,RMIatTXwithRMS,15710 BARBAROSSA DR,HOUSTON,TX,77083,15710 BARBAROSSA DR,HOUSTON,TX,77083,-95.661976,29.688288,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,40,37,Fort Bend,RM481570350,1.11,OUT,5849,1979,1824,2,,,,,,,,,
583340092777f,RMIatTXwithRMS,5350 N DEER TIMBERS TRAIL,HUMBLE,TX,77346,5350 DEER TIMBERS TRL,HUMBLE,TX,77346,-95.194539,30.009331,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,26,20.2,Harris,RM482010030,0.94,OUT,1131,1981,2008,3,1,1,,,,,,,
58333fb601f10,RMIatTXwithRMS,15718 RED SPRINGS DR,HOUSTON,TX,77082,15718 RED SPRINGS DR,HOUSTON,TX,77082,-95.661649,29.72531,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,40,36,Harris,RM482010110,1.63,OUT,1100,1980,2155,3,1,1,,,,,,,
58333f8410319,RMIatTXwithRMS,1525 ave b,beaumont,TX,77701,1525 AVENUE B,BEAUMONT,TX,77701,-94.100543,30.067877,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,28,15.2,Jefferson,RM482450010,0.94,,6087,2010,1324,,,,,,,,,,
58333db6dead5,RMIatTXwithRMS,994 CURTIN ST,HOUSTON,TX,77018,994 CURTIN ST,HOUSTON,TX,77018,-95.419392,29.831802,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,28,22.1,Harris,RM482010310,1.41,OUT,43913,1963,2020,2,,,,,,,,,
58333cdcdbbce,RMIatTXwithRMS,2116 LOOSCAN LN,HOUSTON,TX,77019,2116 LOOSCAN LN,HOUSTON,TX,77019,-95.410021,29.75622,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,26,20.7,Harris,RM482010310,1.85,OUT,36405,1936,3118,3,,,,,,,,,
58333cc898ea2,RMIatTXwithRMS,2203 Colorado St,Houston,TX,77007,2203 COLORADO ST,HOUSTON,TX,77007,-95.375298,29.776902,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,23.8,18.8,Harris,RM482010310,1.13,OUT,41433,,,,,,,,,,,,
58333b72a5534,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,1741 Jacona Trail,Ft Worth,TX,76131,0,0,False
58333aee79f52,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,1741 Jacona Trail,Ft Worth,TX,76131,0,0,False
58333abd79f2e,RMIatTXwithRMS,14709 County Road 1470,Odem,TX,78370,14709 COUNTY ROAD 1470,ODEM,TX,78370,-97.569561,27.988559,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,15.7,8.2,San Patricio,RM484092640,3.55,,485,2006,3830,,,,,,,,,,
58333a46a95c0,RMIatTXwithRMS,12923 REGAL OAKS BEND LN,houston,TX,77047,12923 REGAL OAKS BEND LN,HOUSTON,TX,77047,-95.411147,29.619113,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,23.9,22.2,Harris,RM482010310,2.30,OUT,7444,2010,1409,2,,,,,,,,,
58333a18c40ec,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,1741 Jacona Trail,Ft Worth,TX,76131,0,0,False
583339c0aef76,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,2923 N. 50th Lane,McAllen,TX,78501,2,2,False
583339b534e68,RMIatTXwithRMS,302 E ADOUE ST,ALVIN,TX,77511,302 E ADOUE ST,ALVIN,TX,77511,-95.241652,29.420606,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,16,14.7,Brazoria,RM480390240,0.40,,7835,1983,1754,2,,,,,,,,,
583339a37fe37,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,2923 N. 50th Lane,McAllen,TX,78501,2,2,False
583339509342b,RMIatTXwithRMS,13111 Majestic Place Ct,Houston,TX,77047,13111 MAJESTIC PLACE CT,HOUSTON,TX,77047,-95.406542,29.618367,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,23.7,21.9,Harris,RM482010310,2.47,OUT,6226,2009,1389,2,,,,,,,,,
5833394ce9e1d,RMIatTXwithRMS,10 Harbor Lane,Kemah,TX,77565,10 HARBOR LN,KEMAH,TX,77565,-95.028049,29.544885,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,0.68,0.68,Galveston,RM481671320,0.83,,3685,1962,2339,2,,,,,,,,,
5833368dcc679,RMIatTXwithRMS,1400 Guadalajara,Brownsville,TX,78526,1400 GUADALAJARA AVE,BROWNSVILLE,TX,78526,-97.490838,25.971822,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,14.9,11,Cameron,RM480610800,2.09,,2735,1996,1366,,,,,,,,,,
583335d8cb318,RMIatTXwithRMS,1709 aspen,seabrook,TX,77586,1709 ASPEN LN,SEABROOK,TX,77586,-95.019905,29.567307,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,0.41,0.41,Harris,RM482010640,0.79,,5655,1967,1189,2,,,,,,,,,
583334cc2754a,RMIatTXwithRMS,23926 Spring mill ln,spring,TX,77373,23926 SPRING MILL LN,SPRING,TX,77373,-95.384649,30.062197,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,36,30,Harris,RM482010730,0.98,OUT,3826,1977,1679,2,,,,,,,,,
583334974cb0a,RMIatTXwithRMS,3318 keygate dr,spring,TX,77388,3318 KEYGATE DR,SPRING,TX,77388,-95.467681,30.072204,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,40,34,Harris,RM482010730,0.82,OUT,5430,1991,2215,3,1,1,,,,,,,
5833343dd6e83,RMIatTXwithRMS,4032 Laura Leigh Dr,Friendswood,TX,77546,4032 LAURA LEIGH DR,FRIENDSWOOD,TX,77546,-95.173142,29.522359,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,9.5,9.5,Harris,RM482010230,0.26,OUT,1019,1972,1610,3,,,,,,,,,
583332da73e43,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,Junaid Mohammed,Richmond,TX,77407,0,0,False
583332c057a4e,RMIatTXwithRMS,19011 SAN SABA RIVER CT,CYPRESS,TX,77433,19011 SAN SABA RIVER CT,CYPRESS,TX,77433,-95.698463,29.921298,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,46,40,Harris,RM482010140,1.57,OUT,6940,2013,5133,5,,,,,,,,,
